id,title,price_iqd,price_raw,price_usd,specs,code,id_cat,url,image,source_cat
4268,F&M CHARGING ADAPTER 20V = 4.5A PA-1900-04,8582,"8,582 - 11,461",7.14,"ادخال 1.5A , اخراج 20V=4.5A , منفذ اوروبي EU Plug .",673647,73,https://alamani.iq/computer/details/4268,https://apiapp.alamani.iq/public/ar/save_file/67e8c124d991056ac3f4411e28147a18.webp,computer:7
4314,F&M CHARGING ADAPTER 20V = 3.25A TYPE-C,13582,"13,582 - 16,461",10.71,"ادخال 1.5A , اخراج 15-24V=3.25A , منفذ اوروبي EU Plug .",673693,79,https://alamani.iq/computer/details/4314,https://apiapp.alamani.iq/public/ar/save_file/50f468e3218249759b1856075f973c4b.webp,computer:11
3796,USED HP NOTEBOOK 15.6 INCH AMD ATHLON 3050U MICROSOFT BASIC GRAPHIC 8GB DDR4 256GB SSD FHD 60hz LCD\IPS 255 G7,257979,"257,979 - 269,782",189.29,"شاشة LCD/IPS , حجم 15.6 , دقة (FHD) , معدل تحديث 60Hz , معالج AMD ATHLON 3050U , كرت شاشة MICROSOFT BASIC GRAPHIC , رام 8GB , تخزين 256GB SSD , شهر صيانة و حسب شروط الضمان.",673390,77,https://alamani.iq/computer/details/3796,https://apiapp.alamani.iq/public/ar/save_file/2991dfb66613fcfce59a195a59930880.webp,computer:11
3162,LENOVO IDEAPAD V15 G3 مستخدم,267979,"267,979 - 279,782",196.43,FHD Anti-glare 250NITS/ 15.6INCH/ 1080*1920/ 60HZ/ INTEL CORE i3-1215U/ INTEL UHD GRAPHICS/ 4GB DDR4 3200MHZ/ 256GB SSD,366399,79,https://alamani.iq/computer/details/3162,https://apiapp.alamani.iq/public/ar/save_file/28bdddeda72025b6ac29869fea86accb.webp,computer:11
3149,HP PROBOOK 640 G5 مستخدم,267979,"267,979 - 279,782",196.43,FHD IPS/ 14INCH/ 1080*1920/ 60HZ/ INTEL UHD GRAPHICS 620/ INTEL CORE i5-8265U/ 8GB RAM 2400MHZ DDR4/ 256GB SSD,366412,77,https://alamani.iq/computer/details/3149,https://apiapp.alamani.iq/public/ar/save_file/61ea15cdb30112d30216817288503213.webp,computer:11
3726,HP 14 13.3INCH 14-DQ1043CL مستخدم,282979,"282,979 - 294,782",207.14,"شاشة LCD/IPS , حجم 13.3 , دقة (FHD) , معدل تحديث 60Hz , معالج CORE I3-1005G1 , كرت شاشة INTEL GRAPHIC , رام 8GB , تخزين 128GB SSD , شهر صيانة و حسب شروط الضمان.",673329,77,https://alamani.iq/computer/details/3726,https://apiapp.alamani.iq/public/ar/save_file/ce14bf1586008c42e7999f54e4ec7d1a.webp,computer:11
2223,DELL LATITUDE 14 INCH 5410 مستخدم,318844,"318,844 - 332,058",232.14,"شاشة LCD/IPS , حجم 14 , دقة (FHD) , معدل تحديث 60Hz , معالج CORE I5-10310U , كرت شاشة MICROSOFT BASIC , رام 8GB DDR4 , تخزين 256GB SSD , شهر صيانة و حسب شروط الضمان",51639,78,https://alamani.iq/computer/details/2223,https://apiapp.alamani.iq/public/ar/save_file/a8dadf2ae9086312f45a05bd4d1d2e1a.webp,computer:11
3731,LENOVO THINKPAD 14 INCH T480 مستخدم,378844,"378,844 - 392,058",275.0,"شاشة LCD/IPS , حجم 14 , دقة (FHD) , معدل تحديث 60Hz , معالج CORE I7-8650U , كرت شاشة INTEL UHD GRAPHIC , رام 8GB , تخزين 256GB SSD , شهر صيانة و حسب شروط الضمان.",673333,79,https://alamani.iq/computer/details/3731,https://apiapp.alamani.iq/public/ar/save_file/d71a1bfefec1816ac468f678e217733d.webp,computer:11
3851,ASUS VIVOBOOK 14 INCH CELERON N4500 INTEL UHD GRAPHICS 4GB DDR4 128GB EMMC FHD 60Hz LCD/IPS E410KA-CL4128,383844,"383,844 - 397,058",278.57,"كاميرا ‎HD بدقة ‎720P , تخزين 33W , LCD/IPS , (FHD) , 60Hz , CELERON N4500 , INTEL GRAHPIC , 4GB Not Upgradable , 128GB eMMC Not Upgradable , استخدام تصفح 2-1 hours ,",673451,67,https://alamani.iq/computer/details/3851,https://apiapp.alamani.iq/public/ar/save_file/08dc207260f81c7a9861dddcf051ad66.webp,computer:7
3165,LENOVO V15 G4 IRU مستخدم,445194,"445,194 - 455,793",321.43,"كاميرا ‎HD بدقة ‎1080p , غالق كاميرا , 65W , LCD/TN , (FHD) , 60Hz , Core I3-1315U , Intel UHD Graphics , 8GB DDR4 , 256GB SSD , استخدام تصفح 4 ساعة , شهر صيانة و حسب شروط الضمان.",366396,79,https://alamani.iq/computer/details/3165,https://apiapp.alamani.iq/public/ar/save_file/4bd154b12df8ecb4b006525d99815bad.webp,computer:11
3156,LENOVO IDEAPAD V15 G3 مستخدم,543685,"543,685 - 557,983",392.86,FHD ANTI-GLARE 300NITS/ 15.6INCH/ 1080*1920/ 60HZ/ INTEL CORE i7-1255U/ INTEL iris Xe Graphics/ 16GB RAM 3200MHZ/ 512GB SSD,366405,79,https://alamani.iq/computer/details/3156,https://apiapp.alamani.iq/public/ar/save_file/c8ca3558f9935690556b7c6180fa4a99.webp,computer:11
2801,LENOVO IDEAPAD SLIM 3 15.6 INCH CORE I3-N305 INTEL UHD GRAPHICS 4GB LPDDR5 256GB SSD LCD/TN FHD 15IAN8,543685,"543,685 - 557,983",392.86,"كاميرا ‎بدقة ‎720P , تخزين 65W , LCD/TN , (FHD) , 60Hz , CORE I3-N305 , INTEL UHD GRAPHICS , 4GB LPDDR5 Not Upgradable , 256GB SSD Not Upgradable , استخدام تصفح 2-1 hours تقريباً.",660106,69,https://alamani.iq/computer/details/2801,https://apiapp.alamani.iq/public/ar/save_file/a5c6d334f16301370e3c1f4843d1fe0a.webp,computer:7
4206,HP LAP 15.6 INCH CORE I3-1315U INTEL UHD GRAPHICS 4GB DDR4 256GB SSD FHD 60Hz LCD/IPS FD0021NX,548685,"548,685 - 562,983",396.43,"كاميرا بدقة 720p , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I3-1315U , INTEL UHD GRAPHICS , 4GB DDR4 , 256GB SSD , استخدام تصفح 3 ساعات تقريباً.",673580,70,https://alamani.iq/computer/details/4206,https://apiapp.alamani.iq/public/ar/save_file/6648c438adaab271cac734530a0c5bbe.webp,computer:7
4269,ASUS VIVOBOOK 15.6 INCH CORE I3-N305 INTEL UHD GRAPHICS 4GB 256GB SSD FHD 60Hz LCD X1504GA-NJ558,563685,"563,685 - 577,983",407.14,"كاميرا بدقة 720p , كيبورد باضاءة خلفية بيضاء , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I3-N305 , INTEL UHD GRAPHICS , 4GB DDR4 , 256GB UFS 2.1 , استخدام تصفح 2 ساعة تقريباً.",673649,67,https://alamani.iq/computer/details/4269,https://apiapp.alamani.iq/public/ar/save_file/306c039fbcbd4c468a63269da7f898ae.webp,computer:7
3212,HP LAPTOP 15-fd0xxx مستخدم,568685,"568,685 - 582,983",410.71,15.6 FHD ANTI-GLARE/ 1920*1080/ 60HZ/ INTEL CORE i7-1355U/ NVIDIA GEFORCE MX550/ 8GB RAM 3200MHZ DDR4/ 512GB SSD,366349,77,https://alamani.iq/computer/details/3212,https://apiapp.alamani.iq/public/ar/save_file/2e2eeda3d489468e5a3b6ab6056e3a0d.webp,computer:11
3631,DELL VOSTRO 15.6 INCH CORE I3 1305U INTEL UHD GRAPHICS 8GB 512GB SSD FHD 60Hz LCD/IPS 3530,583685,"583,685 - 597,983",421.43,"كاميرا ‎HD بدقة ‎720p , 65W , LCD/IPS , (FHD) , 120Hz , CORE I3 1305U , Intel UHD Graphics , 8GB DDR4 , 512GB SSD , استخدام تصفح 3-4 ساعة , سنة صيانة و حسب شروط الضمان.",673237,71,https://alamani.iq/computer/details/3631,https://apiapp.alamani.iq/public/ar/save_file/c774d0580469b3b1dea252ab626218da.webp,computer:7
3158,MSI THIN GF63 10 SC مستخدم,593685,"593,685 - 607,983",428.57,IPS/ 15.6INCH/ 1920*1080/ 60HZ/ INTEL CORE i5-10500H/ NVIDIA GEFORCE GTX 1650/ 16GB RAM 2667MHZ/ 256GB SSD,366403,82,https://alamani.iq/computer/details/3158,https://apiapp.alamani.iq/public/ar/save_file/96a72b28930d9a2c620260dc9af8e8b3.webp,computer:11
4203,HP LAP 15.6 INCH CORE I3-N305 INTEL UHD GRAPHICS 8GB DDR4 256GB SSD FHD 60Hz LCD/IPS FD0133WM,608685,"608,685 - 622,983",439.29,"كاميرا بدقة 720p , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I3-N305 , INTEL UHD GRAPHICS , 8GB DDR4 Not Upgradable , 256GB SSD Not Upgradable , استخدام تصفح 3 ساعات تقريباً.",673581,70,https://alamani.iq/computer/details/4203,https://apiapp.alamani.iq/public/ar/save_file/3295d0383a206a6ea9e3366cfe8b36bb.webp,computer:7
3692,DELL 15.6 INCH CORE 3 100U INTEL UHD GRAPHICS 8GB 512B SSD FHD 120Hz LCD/IPS DC15250,643685,"643,685 - 657,983",464.29,"كاميرا بدقة 720P , تخزين 65W , LCD/IPS , (FHD) , 120Hz , CORE 3 100U , INTEL UHD GRAPHICS , 8GB DDR4-2666MHZ , 512GB SSD , استخدام تصفح 4 ساعة تقريباً, سنة صيانة و حسب شروط الضمان.",673296,71,https://alamani.iq/computer/details/3692,https://apiapp.alamani.iq/public/ar/save_file/48d8390e5a1b5f31f630939d8a7a0f31.webp,computer:7
3544,LENOVO IDEAPAD SLIM 3 15.6 INCH CORE I3-1315U INTEL UHD GRAPHICS 8GB LPDDR5 256GB SSD FHD LCD/TN 60Hz 15IRU8,643685,"643,685 - 657,983",464.29,"شاشة 15.6"" FHD بدقة 1920×1080، معدل 60Hz وسطوع 250nits، معالج Intel Core i3-1315U، بطاقة Intel UHD Graphics، ذاكرة 8GB LPDDR5، 256GB SSD ، مكبرات بصوت Dolby Audio، كاميرا HD 720p, بطارية 47Wh، سنة صيانة وحسب شروط الضمان.",673149,69,https://alamani.iq/computer/details/3544,https://apiapp.alamani.iq/public/ar/save_file/9deb93535c7497cd469164b2df33532d.webp,computer:7
2182,HP 250 G10 15.6INCH CORE I3-1315U INTEL UHD GRAPHICS 4GB\8GB DDR4 256GB\512GB SSD FHD 60Hz LCD/IPS AL0C0AT,643685,"643,685 - 657,983",464.29,"شاشة 15.6"" FHD 60Hz، أداء Intel i3-1315U , Intel UHD Graphics، 4GB\8GB DDR4 , 512GB/256GB NVMe، كاميرا HD 720p مع غالق خصوصية، لوحة مفاتيح كاملة مع Num-pad بدون إضاءة، شاحن/طاقة 45W، هيكل PC-ABS متين، ضمان سنة صيانة حسب الشروط.",660167,70,https://alamani.iq/computer/details/2182,https://apiapp.alamani.iq/public/ar/save_file/a5716865e49e6e550c4950b3edd0c26d.webp,computer:7
4202,HP LAP 15.6 INCH CORE I3-1315U INTEL UHD GRAPHICS 8GB DDR4 512GB SSD FHD 60Hz LCD/IPS FD0097NQ,661890,"661,890 - 688,101",482.14,"كاميرا بدقة 720p , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I3-1315U , INTEL UHD GRAPHICS , 8GB DDR4 , 512GB SSD Not Upgradable , استخدام تصفح 2.5 ساعات تقريباً.",673586,70,https://alamani.iq/computer/details/4202,https://apiapp.alamani.iq/public/ar/save_file/3def22fbd73d9eeb2df00cdbba090939.webp,computer:7
3307,APPLE MACBOOK PRO مستخدم,686890,"686,890 - 713,101",500.0,RETINA DISPLAY IPS TECHNOLOGY 500 NITS/ 15.4INCH/ 1800*2880/ 60HZ/ INTEL CORE i7 6-CORE 2.2GHZ/ INTEL UHD GRAPHICS 630/ 16GB RAM DDR4 2400MHZ// 256GB SSD,366254,87,https://alamani.iq/computer/details/3307,https://apiapp.alamani.iq/public/ar/save_file/1829df72f3bc1236609d5f27df579026.webp,computer:11
3749,LENOVO IDEAPAD 1 15.6 INCH CORE I5-1335U INTEL IRIS XE GRAPHICS 8GB DDR4 256GB SSD FHD 60Hz LCD/IPS TOUCH 15IRU7,711890,"711,890 - 738,101",517.86,"كاميرا ‎HD بدقة ‎720P , شاشة لمس , 65W , LCD/IPS , (FHD) , 60Hz , CORE I5-1335U , IRIS XE , 8GB DDR4 Upgradable , 256GB SSD , استخدام تصفح 2-3 hours , سنة صيانة و حسب شروط الضمان.",673351,69,https://alamani.iq/computer/details/3749,https://apiapp.alamani.iq/public/ar/save_file/ffeb8c17910c263291a252b329b87152.webp,computer:7
4270,ASUS VIVOBOOK 15.6 INCH CORE I5-1235U INTEL UHD GRAPHICS 8GB 512GB SSD FHD 60Hz LCD X1504ZA-NJ061,721890,"721,890 - 748,101",525.0,"كاميرا بدقة 720p , كيبورد باضاءة خلفية بيضاء , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I5-1235U , INTEL UHD GRAPHICS , 8GB DDR4 , 512GB SSD , استخدام تصفح 2.5 ساعة تقريباً.",673648,67,https://alamani.iq/computer/details/4270,https://apiapp.alamani.iq/public/ar/save_file/f19bcf3964dd0f760cffdaa24094752d.webp,computer:7
3843,HP 250R G9 15.6 INCH INTEL CORE I5-1334U INTEL UHD GRAPHICS 8GB DDR4 512GB SSD FHD 60Hz LCD/IPS,736890,"736,890 - 763,101",535.71,"كاميرا ‎HD بدقة ‎720P , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I5-1334U , INTEL UHD GRAHPIC , 8GB DDR4 Not Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2-1 hours , سنة صيانة و حسب شروط الضمان.",673430,70,https://alamani.iq/computer/details/3843,https://apiapp.alamani.iq/public/ar/save_file/582a9d3b1b9a3bcbbbb0e21e6c6c830c.webp,computer:7
3841,DELL 15.6 INCH CORE I5 1334U INTEL UHD GRAPHICS 8GB DDR4 512GB SSD FHD 120Hz LCD/IPS DC15250,744093,"744,093 - 764,621",542.86,"كاميرا ‎بدقة ‎720P , تخزين 65W , LCD/IPS , (FHD) , 120Hz , CORE I5 1334U , INTEL UHD GRAHPIC , 8GB DDR4 Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2.5-1 hours , سنة صيانة و حسب شروط الضمان.",673442,71,https://alamani.iq/computer/details/3841,https://apiapp.alamani.iq/public/ar/save_file/2bcce00118a9c716e81fa4183ad584a6.webp,computer:7
4094,LENOVO IDEAPAD 1 15.6 INCH CORE I5-1335U INTEL IRIS XE GRAPHICS 16GB DDR4 256GB SSD FHD 60Hz LCD/TN 15IRU7,759093,"759,093 - 779,621",553.57,"كاميرا بدقة 720 , 65W , LCD/Tn , (FHD) , 60Hz , CORE I5-1335U , INTEL IRIS XE GRAPHICS , 16GB DDR4 Not Upgradable , 256GB SSD , استخدام تصفح 1-2 hours.",673474,69,https://alamani.iq/computer/details/4094,https://apiapp.alamani.iq/public/ar/save_file/efb6872d6cad67b0477cff5e71d57534.webp,computer:7
4273,DELL INSPIRON-15 15.6 INCH CORE I5-1334U INTEL UHD GRAPHICS 8GB DDR4 512GB SSD FHD LCD/IPS 120Hz 3530,764093,"764,093 - 784,621",557.14,"كاميرا بدقة 720P , تخزين 65W , LCD/IPS , (FHD) , 120Hz , CORE I5-1334U , INTEL UHD GRAPHICS , 8GB DDR4-2666MHZ , 512GB SSD , استخدام تصفح 2 ساعة تقريباً.",673652,71,https://alamani.iq/computer/details/4273,https://apiapp.alamani.iq/public/ar/save_file/2b8642e20a1e701dffd83ea2c57246ea.webp,computer:7
1885,LENOVO V15 G4 15.6 INCH CORE I5-13420H INTEL UHD GRAPHICS 8GB/16GB DDR4 512GB SSD FHD 60Hz LCD/TN IRU,774093,"774,093 - 794,621",564.29,"كاميرا بدقة 720p , تخزين 65W , LCD/TN , (FHD) , 60Hz , CORE I5-13420H , INTEL UHD GRAPHICS , 8GB/16GB DDR4 Upgradable , 512GB SSD , استخدام تصفح 4-3 hours , سنة صيانة و حسب شروط الضمان.",51446,69,https://alamani.iq/computer/details/1885,https://apiapp.alamani.iq/public/ar/save_file/65811be33d7f852bb4d1ef22eb7c7791.webp,computer:7
4200,LENOVO IDEAPAD SLIM 3 15.6 INCH CORE I5-13420H INTEL UHD GRAPHICS 8GB LPDDR5 512GB SSD FHD LCD/IPS 60Hz 15IRH8,779093,"779,093 - 799,621",567.86,"كاميرا ‎بدقة ‎720P , تخزين 65W , LCD/IPS , (FHD) , 60Hz , CORE I5-13420H , INTEL UHD GRAPHICS , 8GB LPDDR5 Not Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2-1 hours تقريباً.",673583,69,https://alamani.iq/computer/details/4200,https://apiapp.alamani.iq/public/ar/save_file/0d32c6ab097c5f9dfaafa8fbb6f53120.webp,computer:7
4271,DELL 15.6 INCH CORE I5-1334U INTEL UHD GRAPHICS 8GB 512GB SSD FHD 60Hz LCD/IPS TOUCH SCREEN DC15250,784093,"784,093 - 804,621",571.43,"كاميرا بدقة 720P , تخزين 65W , LCD/IPS , (FHD) , 60Hz , CORE I5-1334U , INTEL UHD GRAPHICS , 8GB DDR4-3200MHZ , 512GB SSD , استخدام تصفح 2.5 ساعة تقريباً.",673650,71,https://alamani.iq/computer/details/4271,https://apiapp.alamani.iq/public/ar/save_file/a3ad168521f861074be6adcfad3295e6.webp,computer:7
4272,HP 15.6 INCH CORE 5-120U INTEL UHD GRAPHICS 8GB 512GB SSD FHD 60Hz LCD/IPS 250R G10,794093,"794,093 - 814,621",578.57,"كاميرا ‎بدقة ‎720P , تخزين 65W , LCD/IPS , (FHD) , 60Hz , CORE 5-120U , INTEL UHD GRAPHICS , 8GB DDR4 , 512GB SSD , استخدام تصفح 2-1 hours تقريباً.",673651,70,https://alamani.iq/computer/details/4272,https://apiapp.alamani.iq/public/ar/save_file/766c2c61e469f4a7da3d195faa8b9087.webp,computer:7
3814,HP LAP 15.6 INCH ULTRA 5-125H INTEL IRIS XE 8GB DDR5 512GB SSD FHD TOUCH 60Hz LCD/IPS FD0154WM,804093,"804,093 - 824,621",585.71,"كاميرا ‎HD بدقة ‎720P , تخزين 65W , LCD/IPS , (FHD) , 60Hz , CORE ULTRA 5-125H , INTEL IRIS XE GRAHPIC , 8GB DDR5 Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2-1 hours , سنة صيانة و حسب شروط الضمان.",673419,70,https://alamani.iq/computer/details/3814,https://apiapp.alamani.iq/public/ar/save_file/71d3685a69f3d829ec56142915dc5888.webp,computer:7
3225,ASUS TUF GAMING F15 مستخدم,834093,"834,093 - 854,621",607.14,IPS FHD/15.6INCH/ 1920*1080/ 144HZ/ INTEL CORE i5-10300H/ NVIDIA GEFORCE GTX 1660 Ti/ 16GB RAM 2667MHZ/ 512GB SSD كسر في الاطار الجانبي غير مؤثر,366336,99,https://alamani.iq/computer/details/3225,https://apiapp.alamani.iq/public/ar/save_file/3a234050cd5f64b557162cdc221f02dc.webp,computer:11
3761,HP 15.6 INCH CORE I7-1255U INTEL IRIS XE GRAPHICS 8GB DDR4 3200MHZ 512GB SSD FHD 60Hz LCD/IPS FD0458NIA,834093,"834,093 - 854,621",607.14,"كاميرا ‎HD بدقة ‎720P , تخزين 45W , LCD/IPS , (FHD) , 60Hz , CORE I7-1255U , INTEL IRIS XE , 8GB DDR4 Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 3-2 hours , سنة صيانة و حسب شروط الضمان.",673363,70,https://alamani.iq/computer/details/3761,https://apiapp.alamani.iq/public/ar/save_file/5d1bb05a7da3e4c4a1b4119f940e4e5e.webp,computer:7
4207,LENOVO V15 G5 15.6 INCH CORE I5-13420H INTEL UHD GRAPHICS 16GB 512GB SSD FHD NIT LCD/TN 60Hz IRL,844093,"844,093 - 864,621",614.29,"كاميرا ‎بدقة ‎720P , تخزين 65W , LCD/IPS , (FHD) , 60Hz , CORE I5-13420H , INTEL UHD GRAPHICS , 1x16GB DDR5 Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2-1 hours تقريباً.",673587,69,https://alamani.iq/computer/details/4207,https://apiapp.alamani.iq/public/ar/save_file/5da19cc374b133fe4bd86ecd14d25f80.webp,computer:7
4199,ASUS VIVOBOOK 15.6 INCH CORE I7-1355U INTEL UHD GRAPHICS 8GB DDR4 512GB SSD FHD 60Hz LCD/IPS X1504VA-NJ2735,884093,"884,093 - 904,621",642.86,"كاميرا بدقة 720p , كيبورد باضاءة خلفية بيضاء , تخزين 45W , LCD/IPS , (FHD) , 60Hz , Core™ i7-1355U , INTEL UHD GRAPHICS , 8GB DDR4 Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 3 ساعة تقريباً.",673579,67,https://alamani.iq/computer/details/4199,https://apiapp.alamani.iq/public/ar/save_file/552b7b6c3ef918f0cae6d87af46c97bf.webp,computer:7
3547,ASUS VIVOBOOK 15.6 INCH CORE I7-1355U INTEL UHD GRAPHICS 8GB DDR4 512GB SSD FHD 60Hz LCD/IPS X1504VA-NJ379,884093,"884,093 - 904,621",642.86,"كاميرا بدقة 720p , كيبورد باضاءة خلفية , تخزين 45W , LCD/IPS , (FHD) , 60Hz , Core™ i7-1355U , INTEL UHD GRAPHICS , 8GB DDR4 , 512GB SSD , استخدام تصفح 3 ساعة تقريباً,",673154,67,https://alamani.iq/computer/details/3547,https://apiapp.alamani.iq/public/ar/save_file/c7e3c2784ed6f8303d9d70e1c9fb0f7a.webp,computer:7
4213,NEW LENOVO V15 G4 15.6 INCH CORE I7-13620H INTEL UHD GRAPHICS 16GB DDR4 512GB SSD FHD LCD/TN 60HZ IRU ( ONLY REPLACED SCREEN),909093,"909,093 - 929,621",660.71,"شاشة 15.6"" FHD بدقة 1920×1080، معدل 60Hz ,سطوع 250nits، معالج Intel Core i7-13620H، بطاقة Intel UHD Graphics، ذاكرة 16GB DDR4، تخزين 512GB SSD، كاميرا HD 720p مع غالق ، بطارية 45Wh، شهر صيانة وحسب شروط الضمان.",673592,79,https://alamani.iq/computer/details/4213,https://apiapp.alamani.iq/public/ar/save_file/7e6792e695c8e6afef8076578ab24ab7.webp,computer:11
3658,HP OMNIBOOK 5 FLIP 14 INCH CORE 5 120U INTEL GRAPHIC 8GB LPDDR5 512GB SSD WUXGA 60Hz LCD/IPS FP0013DX,934093,"934,093 - 954,621",678.57,"كاميرا بدقة 5Mp, شاشة لمس , قلاب 360 درجة , إضاءة كيبورد بيضاء , 45W , LCD/IPS , (WUXGA) , 60Hz , CORE 5 120U , INTEL GRAPHICS , 8GB LPDDR5 5200MH Not Upgradable , 512GB SSD , استخدام تصفح 7-6 hours , سنة صيانة و حسب شروط الضمان.",673261,70,https://alamani.iq/computer/details/3658,https://apiapp.alamani.iq/public/ar/save_file/3a71511871337c782e54b21974bfea69.webp,computer:7
4216,HP 15.6 INCH CORE 7 150U INTEL UHD GRAPHICS 16GB DDR4 Upgradable 512GB SSD FHD 60Hz LCD/IPS 250R G10,969093,"969,093 - 989,621",703.57,"كاميرا ‎بدقة ‎720P , تخزين 65W , LCD/TN , (FHD) , 60Hz , CORE 7 150U , INTEL UHD GRAPHICS , 16GB DDR5 Not Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2-1 hours تقريباً.",673595,70,https://alamani.iq/computer/details/4216,https://apiapp.alamani.iq/public/ar/save_file/be68f9639207254842749aaeecd2ebff.webp,computer:7
3718,LENOVO V15 G5 15.6 INCH CORE I7-13620H INTEL UHD GRAPHICS 8GB 512GB SSD FHD 250 NIT LCD/TN 60Hz IRL,969093,"969,093 - 989,621",703.57,"كاميرا ‎HD بدقة 720P ,تخزين 65W , LCD/TN , (FHD) , 60Hz , CORE I7-13620H , INTEL UHD GRAPHICS , 1x 8GB SODIMM DDR5 upgradable , 512GB SSD , استخدام تصفح 4-5 hours , سنة صيانة و حسب شروط الضمان.",673320,69,https://alamani.iq/computer/details/3718,https://apiapp.alamani.iq/public/ar/save_file/fd2fce2e73feef1066cb8e89ad4bbf5c.webp,computer:7
3545,LENOVO V15 G4 15.6 INCH CORE I7-13620H INTEL UHD GRAPHICS 16GB DDR4 512GB SSD FHD LCD/TN 60HZ IRU,979093,"979,093 - 999,621",710.71,"شاشة 15.6"" FHD بدقة 1920×1080، معدل 60Hz ,سطوع 250nits، معالج Intel Core i7-13620H، بطاقة Intel UHD Graphics، ذاكرة 16GB DDR4، تخزين 512GB SSD، كاميرا HD 720p مع غالق ، بطارية 45Wh، سنة صيانة وحسب شروط الضمان.",673150,69,https://alamani.iq/computer/details/3545,https://apiapp.alamani.iq/public/ar/save_file/26979025cb55ecba3abcaac357fb431e.webp,computer:7
3860,ASUS VIVOBOOK 16X 16 INCH CORE I5-12500H GEFORCE RTX 2050 4GB GDDR6 8GB DDR4 512GB SSD WUXGA 144Hz LCD/IPS S3605ZF-RP583,1060749,"1,060,749 - 1,085,498",767.86,"كاميرا بدقة 720P , تخزين 120W , LCD/IPS , (WUXGA) , 144Hz , CORE I5-1335U , RTX 2050 4GB GDDR6 , 8GB DDR4 Not Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 2-1 hours",673462,67,https://alamani.iq/computer/details/3860,https://apiapp.alamani.iq/public/ar/save_file/25cf81c3934ef4466e765ca33bdee97c.webp,computer:7
3763,HP 15.6 INCH CORE I7-1355U NVIDIA GEFORCE MX570A 8GB DDR4 3200MHZ 512GB SSD FHD 60Hz LCD/IPS FD0174NIA,1064749,"1,064,749 - 1,089,498",770.71,"كاميرا ‎HD بدقة ‎720P , تخزين 65W , LCD/IPS , (FHD) , 60Hz , CORE I7-1355U , NVIDIA GeForce MX570A , 8GB DDR4 Upgradable , 512GB SSD Not Upgradable , استخدام تصفح 3-2 hours , سنة صيانة و حسب شروط الضمان.",673364,70,https://alamani.iq/computer/details/3763,https://apiapp.alamani.iq/public/ar/save_file/5d1bb05a7da3e4c4a1b4119f940e4e5e.webp,computer:7
3700,LENOVO THINKBOOK 14 INCH CORE I7-13700H INTEL IRIS XE 8GB DDR5 512GB SSD WUXGA 60Hz LCD/IPS 14 G6 IRL,1085749,"1,085,749 - 1,110,498",785.71,"كاميرا ‎HD بدقة 720P ,تخزين 100W , LCD/IPS , (WUXGA) , 60Hz , CORE I7-13700H , INTEL IRIS XE , 8GB DDR5 Upgradable , 512GB SSD , استخدام تصفح 5-4 hours , سنة صيانة و حسب شروط الضمان.",673306,69,https://alamani.iq/computer/details/3700,https://apiapp.alamani.iq/public/ar/save_file/518893e6b5fb8df6866ab622d9432d4a.webp,computer:7
4176,APPLE MACBOOK NEO 13 INCH A18 PRO 6-CORE CPU 5-CORE GPU 8GB 256GB LED/IPS 60Hz A3404,1105749,"1,105,749 - 1,130,498",800.0,"شاشةLED Retina display,حجم13 INCH,دقة1506×2408 Pixles,معدل تحديث60Hz,معالجApple A18 Pro,وحدة معالجة رسومية5-CORE GPU,ذاكرة8GB,ذاكرة تخزين256GB SSD,استخدامUp to 16 hours,بطارية36.5‑watt‑hour.",673556,75,https://alamani.iq/computer/details/4176,https://apiapp.alamani.iq/public/ar/save_file/a6258a8cf32f0a9719f789274859e5b8.webp,computer:7
3593,HP VICTUS 15.6 INCH CORE I5-13420H RTX 3050 6GB GDDR6 8GB DDR4 512GB SSD FHD 144Hz LCD/IPS FA2013DX,1110749,"1,110,749 - 1,135,498",803.57,"كاميرا ‎HD بدقة ‎720p , رام قابلة للترقية , 150W , LCD/IPS , (FHD) , 144Hz , Core™ i5-1420H , RTX™ 3050 , 8GB DDR4 , 512GB SSD , استخدام تصفح 4-5 hours , استخدام كيمنك 1.5-1 hours , سنة صيانة و حسب شروط الضمان.",673196,70,https://alamani.iq/computer/details/3593,https://apiapp.alamani.iq/public/ar/save_file/77445657d2e650e9e8b88257b0fbbda9.webp,computer:7
